rxn name,EC,Substrate ,kcat value,Organism kcat,equilibrium constant,comment
ALLTN,,,420,Phaseolus vulgaris ,,Eukaryota
ALLTNt2rpp,,alltn[p]+h[p],NaN,,,
ALLTNt2rpp_rev,,alltn[c]+h[c],NaN,,,
ALLTNtex,,alltn[e],NaN,,,
ALLTNtex_rev,,alltn[p],NaN,,,
ALLULPE,,allul6p[c],NaN,,,
ALLULPE_rev,,f6p[c],NaN,,,
ALR2,,h[c]+mthgxl[c]+nadph[c],NaN,,,
ALR4x,,acetol[c]+h[c]+nadh[c],NaN,,,
AM3PA,,anhm3p[c]+h2o[c],NaN,,,
AM4PA,,anhm4p[c]+h2o[c],NaN,,,
AM4PCP,,anhm4p[c]+h2o[c],NaN,,,
AMANAPEr,,acmanap[c],NaN,,,
AMANAPEr_rev,,acgam6p[c],NaN,,,
AMAOTr,2.6.1.62,8aonn[c]+amet[c],0.013,Escherichia coli,,
AMAOTr,,,0.283,Escherichia coli,,
AMAOTr,,,0.8,Escherichia coli,,
AMAOTr,,,0.79,Escherichia coli,,
AMAOTr_rev,2.6.1.62,amob[c]+dann[c],0.016,Escherichia coli,,
AMPMS2,,air[c]+h2o[c]+nad[c],NaN,,,
AMPN,3.2.2.4,amp[c]+h2o[c],60,Azotobacter vinelandii,,Proteobacteria
AMPN,,,62,Azotobacter vinelandii,,Proteobacteria
AMPTASECG,3.4.11.2,cgly[c]+h2o[c],NaN,,,
AMPtex,,amp[e],NaN,,,
AMPtex_rev,,amp[p],NaN,,,
ANHGMtex,,anhgm[e],NaN,,,
ANHGMtex_rev,,anhgm[p],NaN,,,
ANHMK,,anhm[c]+atp[c]+h2o[c],NaN,,,
ANPRT,2.4.2.18,anth[c]+prpp[c],4.4,Escherichia coli,,
ANS,4.1.3.27,chor[c]+gln-L[c],383,Bacillus caldotenax,,Bacteria
AOBUTDs,,2aobut[c]+h[c],NaN,,,
AOXSr2,2.3.1.47,ala-L[c]+pimACP[c],0.06,Escherichia coli,,
AP4AH,3.6.1.41,ap4a[c]+h2o[c],250,Escherichia coli,,
AP4AS,,atp[c]+h[c],NaN,,,
APG3PAT120,,ddcap[c]+glyc3p[c],NaN,,,
APG3PAT140,,glyc3p[c]+ttdcap[c],NaN,,,
APG3PAT141,,glyc3p[c]+ttdceap[c],NaN,,,
APG3PAT160,,glyc3p[c]+hdcap[c],NaN,,,
APG3PAT161,,glyc3p[c]+hdceap[c],NaN,,,
APG3PAT180,,glyc3p[c]+ocdcap[c],NaN,,,
APG3PAT181,,glyc3p[c]+ocdceap[c],NaN,,,
APH120,3.6.1.7,ddcap[c]+h2o[c],0.00000155,Vibrio cholerae ,,Proteobacteria
APH140,3.6.1.7,h2o[c]+ttdcap[c],0.00000155,Vibrio cholerae ,,Proteobacteria
APH141,3.6.1.7,h2o[c]+ttdceap[c],0.00000155,Vibrio cholerae ,,Proteobacteria
APH160,3.6.1.7,h2o[c]+hdcap[c],0.00000155,Vibrio cholerae ,,Proteobacteria
APH161,3.6.1.7,h2o[c]+hdceap[c],0.00000155,Vibrio cholerae ,,Proteobacteria
APH180,3.6.1.7,h2o[c]+ocdcap[c],0.00000155,Vibrio cholerae ,,Proteobacteria
APH181,3.6.1.7,h2o[c]+ocdceap[c],0.00000155,Vibrio cholerae ,,Proteobacteria
APPLDHr,1.1.1.75,aact[c]+h[c]+nadh[c],NaN,,,
APPLDHr_rev,1.1.1.75,appl[c]+nad[c],NaN,,,
APRAUR,1.1.1.193,5apru[c]+h[c]+nadph[c],NaN,,,
ARAI,5.3.1.4,arab-L[c],15.88,Bacillus halodurans ,,Bacteria
ARAI,,,24.97,Bacillus halodurans ,,Bacteria
ARAI,,,24.97,Alicyclobacillus acidocaldarius ,,Bacteria
ARAI,,,28.55,Alicyclobacillus acidocaldarius ,,Bacteria
ARAI,,,33.15,Alicyclobacillus acidocaldarius ,,Bacteria
ARAI_rev,5.3.1.4,rbl-L[c],241.7,Bacillus subtilis ,,Bacteria
ARBabcpp,,atp[c]+h2o[c]+arab-L[p],NaN,,,
ARBt2rpp,,arab-L[p]+h[p],NaN,,,
ARBt2rpp_rev,,arab-L[c]+h[c],NaN,,,
ARBt3ipp,,arab-L[c]+h[p],NaN,,,
ARBtex,,arab-L[e],NaN,,,
ARBtex_rev,,arab-L[p],NaN,,,
ARBTNabcpp,,atp[c]+h2o[c]+arbtn-fe3[p],NaN,,,
ARBTNexs,,arbtn[e]+fe3[e],NaN,,,
ARBTNR1,,arbtn-fe3[c]+fadh2[c],NaN,,,
ARBTNR2,,arbtn-fe3[c]+fmnh2[c],NaN,,,
ARBTNR3,,arbtn-fe3[c]+rbflvrd[c],NaN,,,
ARBTNtex,,arbtn[p]+h[p],NaN,,,
ARBTNtonex,,arbtn-fe3[e]+h[p],NaN,,,
ARBTNtpp,,arbtn[c]+h[p],NaN,,,
ARGabcpp,,atp[c]+h2o[c]+arg-L[p],NaN,,,
ARGAGMt7pp,,agm[c]+arg-L[p],NaN,,,
ARGAGMt7pp_rev,,arg-L[c]+agm[p],NaN,,,
ARGDC,4.1.1.19,arg-L[c]+h[c],0.025,Peptoclostridium difficile ,,Bacteria
ARGDC,,,0.21,Bacillus subtilis ,,Bacteria
ARGDC,,,0.48,Gramella forsetii ,,Bacteria
ARGDC,,,1.4,Bacillus subtilis ,,Bacteria
ARGDC,,,6.9,Chlamydia pneumoniae ,,Bacteria
ARGDC,,,11,Chloroflexus aurantiacus ,,Bacteria
ARGDCpp,4.1.1.19,arg-L[p]+h[p],0.025,Peptoclostridium difficile ,,Bacteria
ARGDCpp,,,0.21,Bacillus subtilis ,,Bacteria
ARGDCpp,,,0.48,Gramella forsetii ,,Bacteria
ARGDCpp,,,1.4,Bacillus subtilis ,,Bacteria
ARGDCpp,,,6.9,Chlamydia pneumoniae ,,Bacteria
ARGDCpp,,,11,Chloroflexus aurantiacus ,,Bacteria
ARGORNt7pp,,orn[c]+arg-L[p],NaN,,,
ARGORNt7pp_rev,,arg-L[c]+orn[p],NaN,,,
ARGSL,4.3.2.1,argsuc[c],4.9,Anas platyrhynchos ,,Eukaryota
ARGSL_rev,4.3.2.1,arg-L[c]+fum[c],75.3846153846,Anas platyrhynchos ,6.50E-002,calculated kcat
ARGSS,6.3.4.5,asp-L[c]+atp[c]+citr-L[c],NaN,,,
ARGt3pp,,arg-L[c]+h[p],NaN,,,
ARGtex,,arg-L[e],NaN,,,
ARGtex_rev,,arg-L[p],NaN,,,
ASAD,1.2.1.11,aspsa[c]+nadp[c]+pi[c],330,Haemophilus influenzae ,,Proteobacteria
ASAD_rev,1.2.1.11,4pasp[c]+h[c]+nadph[c],1,Haemophilus influenzae ,330,calculated kcat
ASCBtex,,ascb-L[e],NaN,,,
ASCBtex_rev,,ascb-L[p],NaN,,,
ASNabcpp,,atp[c]+h2o[c]+asn-L[p],NaN,,,
ASNN,3.5.1.1,asn-L[c]+h2o[c],0.0027,Escherichia coli,,
ASNNpp,3.5.1.1,asn-L[p]+h2o[p],0.0027,Escherichia coli,,
ASNS1,6.3.5.4,asp-L[c]+atp[c]+gln-L[c]+h2o[c],0.67,Escherichia coli,,
ASNS2,6.3.1.1,asp-L[c]+atp[c]+nh4[c],NaN,,,
ASNt2rpp,,asn-L[p]+h[p],NaN,,,
ASNt2rpp_rev,,asn-L[c]+h[c],NaN,,,
ASNtex,,asn-L[e],NaN,,,
ASNtex_rev,,asn-L[p],NaN,,,
ASO3tex,,aso3[e],NaN,,,
ASO3tex_rev,,aso3[p],NaN,,,
ASP1DC,4.1.1.11,asp-L[c]+h[c],0.65,Mycobacterium tuberculosis,,Bacteria
ASPabcpp,,atp[c]+h2o[c]+asp-L[p],NaN,,,
ASPCT,2.1.3.2,asp-L[c]+cbp[c],417,Escherichia coli,,
ASPK,2.7.2.4,asp-L[c]+atp[c],0.39,Escherichia coli,,
ASPK,,,14.2,Escherichia coli,,
ASPK,,,39.2,Escherichia coli,,
ASPK_rev,2.7.2.4,4pasp[c]+adp[c],70677.9661016949,Escherichia coli,5.90E-003,calculated kcat
ASPK_rev,,,66.1016949153,Escherichia coli,5.90E-003,calculated kcat
ASPK_rev,,,2406.779661017,Escherichia coli,5.90E-003,calculated kcat
ASPK_rev,,,6644.0677966102,Escherichia coli,5.90E-003,calculated kcat
ASPO3,,asp-L[c]+q8[c],NaN,,,
ASPO4,,asp-L[c]+mqn8[c],NaN,,,
ASPO5,,asp-L[c]+fum[c],NaN,,,
ASPO6,,asp-L[c]+o2[c],NaN,,,
ASPT,4.3.1.1,asp-L[c],180,Escherichia coli,,
ASPt2_2pp,,asp-L[p]+h[p],NaN,,,
ASPt2_3pp,,asp-L[p]+h[p],NaN,,,
ASPt2pp,,asp-L[p]+h[p],NaN,,,
ASPt2rpp,,asp-L[p]+h[p],NaN,,,
ASPt2rpp_rev,,asp-L[c]+h[c],NaN,,,
ASPTA,2.6.1.1,akg[c]+asp-L[c],259,Escherichia coli,,
ASPTA,,,530,Escherichia coli,,
ASPTA_rev,2.6.1.1,glu-L[c]+oaa[c],670,Escherichia coli,,
ASPtex,,asp-L[e],NaN,,,
ASPtex_rev,,asp-L[p],NaN,,,
AST,2.3.1.109,arg-L[c]+succoa[c],NaN,,,
ATHRDHr,,athr-L[c]+nadp[c],NaN,,,
ATHRDHr_rev,,2aobut[c]+h[c]+nadph[c],NaN,,,
ATPHs,,atp[c]+h[c]+h2o[c],NaN,,,
ATPM,,atp[c]+h2o[c],NaN,,,
ATPPRT,2.4.2.17,atp[c]+prpp[c],1.8,campylobacter jejuni,,Proteobacteria
ATPS4rpp,3.6.3.14,adp[c]+pi[c]+h[p],16,Escherichia coli,,
ATPS4rpp_rev,3.6.3.14,atp[c]+h[c]+h2o[c],285,Escherichia coli,,
BALAtex,,ala-B[e],NaN,,,
BALAtex_rev,,ala-B[p],NaN,,,
BMOCOS,,moco[c]+mptamp[c],NaN,,,
BMOGDS1,,bmoco[c]+gtp[c]+h[c],NaN,,,
BMOGDS2,,bmoco1gdp[c]+gtp[c]+h[c],NaN,,,
BPNT,3.1.3.7,h2o[c]+pap[c],11.4,Escherichia coli,,
BTNtex,,btn[e],NaN,,,
BTNtex_rev,,btn[p],NaN,,,
BTS5,2.8.1.6,2fe2s[c]+amet[c]+dtbt[c],0.0000142,Escherichia coli,,
BTS5,,,13.9,Escherichia coli,,
BUTSO3tex,,butso3[e],NaN,,,
BUTSO3tex_rev,,butso3[p],NaN,,,
BUTt2rpp,,but[p]+h[p],NaN,,,
BUTt2rpp_rev,,but[c]+h[c],NaN,,,
BUTtex,,but[e],NaN,,,
BUTtex_rev,,but[p],NaN,,,
CA2t3pp,,ca2[c]+h[p],NaN,,,
CA2tex,,ca2[e],NaN,,,
CA2tex_rev,,ca2[p],NaN,,,
CADVtpp,,15dap[c]+h[p]+lys-L[p],NaN,,,
CAt6pp,,ca2[c]+na1[p],NaN,,,
CAt6pp_rev,,na1[c]+ca2[p],NaN,,,
CBIAT,2.5.1.17,atp[c]+cbi[c]+h[c],0.026,Lactobacillus reuteri ,,Bacteria
CBIAT,,,0.029,Lactobacillus reuteri ,,Bacteria
CBIAT_rev,2.5.1.17,adocbi[c]+pppi[c],NaN,,,Equilibrium constant unknown
CBLAT,2.5.1.17,atp[c]+cbl1[c]+h[c],0.026,Lactobacillus reuteri ,,Bacteria
CBLAT,,,0.029,Lactobacillus reuteri ,,Bacteria
CBLAT_rev,2.5.1.17,adocbl[c]+pppi[c],NaN,,,Equilibrium constant unknown
CBMD,,cbm[c]+h[c],NaN,,,
CBMKr,2.7.2.2,atp[c]+co2[c]+nh4[c],0.075952381,Giardia intestinalis ,4.20E+003,calculated kcat
CBMKr_rev,2.7.2.2,adp[c]+cbp[c]+h[c],319,Giardia intestinalis ,,
CBPS,6.3.5.5,atp[c]+gln-L[c]+h2o[c]+hco3[c],2.2,Escherichia coli,,
CBPS,,,6.8,Escherichia coli,,
CBPS,,,4.79,Escherichia coli,,
CBPS,,,4.04,Escherichia coli,,
CBPS,,,3.6,Escherichia coli,,
CD2abcpp,,atp[c]+cd2[c]+h2o[c],NaN,,,
CD2t3pp,,cd2[c]+h[p],NaN,,,
CD2tex,,cd2[e],NaN,,,
CD2tex_rev,,cd2[p],NaN,,,
CD2tpp,,cd2[p],NaN,,,
CDAPPA120,3.6.1.26,cdpdddecg[c]+h2o[c],NaN,,,
CDAPPA140,3.6.1.26,cdpdtdecg[c]+h2o[c],NaN,,,
CDAPPA141,3.6.1.26,cdpdtdec7eg[c]+h2o[c],NaN,,,
CDAPPA160,3.6.1.26,cdpdhdecg[c]+h2o[c],NaN,,,
CDAPPA161,3.6.1.26,cdpdhdec9eg[c]+h2o[c],NaN,,,
CDAPPA180,3.6.1.26,cdpdodecg[c]+h2o[c],NaN,,,
CDAPPA181,3.6.1.26,cdpdodec11eg[c]+h2o[c],NaN,,,
CDPMEK,,4c2me[c]+atp[c],NaN,,,
CGLYabcpp,,atp[c]+h2o[c]+cgly[p],NaN,,,
CGLYtex,,cgly[e],NaN,,,
CGLYtex_rev,,cgly[p],NaN,,,
CHLtex,,chol[e],NaN,,,
CHLtex_rev,,chol[p],NaN,,,
CHORM,5.4.99.5,chor[c],41.4,Escherichia coli,,
CHORM,,,64,Escherichia coli,,
CHORM,,,366000,Escherichia coli,,
CHORM,,,38.87,Escherichia coli,,
CHORS,4.2.3.5,3psme[c],NaN,,,
CHRPL,,chor[c],NaN,,,
CHTBStex,,chtbs[e],NaN,,,
CHTBStex_rev,,chtbs[p],NaN,,,
CITL,4.1.3.6,cit[c],NaN,,,
CITt3pp,,cit[c]+h[p],NaN,,,
CITt7pp,,succ[c]+cit[p],NaN,,,
CITtex,,cit[e],NaN,,,
CITtex_rev,,cit[p],NaN,,,
CLIPAabctex,,atp[c]+h2o[c]+lipa_cold[p],NaN,,,
CLPNH120pp,,clpn120[p]+h2o[p],NaN,,,
CLPNH140pp,,clpn140[p]+h2o[p],NaN,,,
CLPNH141pp,,clpn141[p]+h2o[p],NaN,,,
CLPNH160pp,,clpn160[p]+h2o[p],NaN,,,
CLPNH161pp,,clpn161[p]+h2o[p],NaN,,,
CLPNH180pp,,clpn180[p]+h2o[p],NaN,,,
CLPNH181pp,,clpn181[p]+h2o[p],NaN,,,
CLPNS120pp,,pg120[p],NaN,,,
CLPNS120pp_rev,,clpn120[p]+glyc[p],NaN,,,
CLPNS140pp,,pg140[p],NaN,,,
CLPNS140pp_rev,,clpn140[p]+glyc[p],NaN,,,
CLPNS141pp,,pg141[p],NaN,,,
CLPNS141pp_rev,,clpn141[p]+glyc[p],NaN,,,
CLPNS160pp,,pg160[p],NaN,,,
CLPNS160pp_rev,,clpn160[p]+glyc[p],NaN,,,
CLPNS161pp,,pg161[p],NaN,,,
CLPNS161pp_rev,,clpn161[p]+glyc[p],NaN,,,
CLPNS180pp,,pg180[p],NaN,,,
CLPNS180pp_rev,,clpn180[p]+glyc[p],NaN,,,
CLPNS181pp,,pg181[p],NaN,,,
CLPNS181pp_rev,,clpn181[p]+glyc[p],NaN,,,
CLt3_2pp,,h[c]+cl[p],NaN,,,
CLtex,,cl[e],NaN,,,
CLtex_rev,,cl[p],NaN,,,
CMPN,3.2.2.10,cmp[c]+h2o[c],NaN,,,
CMPtex,,cmp[e],NaN,,,
CMPtex_rev,,cmp[p],NaN,,,
CMtex,,cm[e],NaN,,,
CMtex_rev,,cm[p],NaN,,,
CMtpp,,cm[p]+h[p],NaN,,,
CO2tex,,co2[e],NaN,,,
CO2tex_rev,,co2[p],NaN,,,
CO2tpp,,co2[p],NaN,,,
CO2tpp_rev,,co2[c],NaN,,,
COBALT2abcpp,,atp[c]+cobalt2[c]+h2o[c],NaN,,,
COBALT2t3pp,,cobalt2[c]+h[p],NaN,,,
COBALT2tex,,cobalt2[e],NaN,,,
COBALT2tex_rev,,cobalt2[p],NaN,,,
COBALT2tpp,,cobalt2[p],NaN,,,
COLIPAabcpp,,atp[c]+colipa[c]+h2o[c],NaN,,,
COLIPAabctex,,atp[c]+h2o[c]+colipa[p],NaN,,,
COLIPAKpp,,colipa[p]+udcpdp[p],NaN,,,
COLIPAPabctex,,atp[c]+h2o[c]+colipap[p],NaN,,,
CPGNabcpp,,atp[c]+h2o[c]+cpgn[p],NaN,,,
CPGNexs,,cpgn-un[e]+fe3[e],NaN,,,
CPGNR1,,cpgn[c]+fadh2[c],NaN,,,
CPGNR2,,cpgn[c]+fmnh2[c],NaN,,,
CPGNR3,,cpgn[c]+rbflvrd[c],NaN,,,
CPGNtonex,,cpgn[e]+h[p],NaN,,,
CPGNUtex,,cpgn-un[p]+h[p],NaN,,,
CPGNUtpp,,cpgn-un[c]+h[p],NaN,,,
CPMPS,,gtp[c]+h2o[c],NaN,,,
CPPPGO,1.3.3.3,cpppg3[c]+h[c]+o2[c],0.003,Escherichia coli,,
CPPPGO2,,amet[c]+cpppg3[c],NaN,,,
CRNabcpp,,atp[c]+h2o[c]+crn[p],NaN,,,
CRNBTCT,,bbtcoa[c]+crn[c],NaN,,,
CRNBTCT_rev,,crncoa[c]+gbbtn[c],NaN,,,
CRNCAR,,crncoa[c],NaN,,,
CRNCAR_rev,,crnDcoa[c],NaN,,,
CRNCBCT,,crn[c]+ctbtcoa[c],NaN,,,
CRNCBCT_rev,,crncoa[c]+ctbt[c],NaN,,,
CRNCDH,,crncoa[c],NaN,,,
CRNCDH_rev,,ctbtcoa[c]+h2o[c],NaN,,,
CRNDabcpp,,atp[c]+h2o[c]+crn-D[p],NaN,,,
CRNDt2rpp,,crn-D[p]+h[p],NaN,,,
CRNDt2rpp_rev,,crn-D[c]+h[c],NaN,,,
CRNDtex,,crn-D[e],NaN,,,
CRNDtex_rev,,crn-D[p],NaN,,,
CRNt2rpp,,crn[p]+h[p],NaN,,,
CRNt2rpp_rev,,crn[c]+h[c],NaN,,,
CRNt8pp,,crn-D[c]+crn[p],NaN,,,
CRNtex,,crn[e],NaN,,,
CRNtex_rev,,crn[p],NaN,,,
CS,,accoa[c]+h2o[c]+oaa[c],NaN,,,
CSND,3.5.4.1,csn[c]+h[c]+h2o[c],49.68,Escherichia coli,,
CSND,,,132,Escherichia coli,,
CSND,,,165,Escherichia coli,,
CSND,,,165,Escherichia coli,,
CSND,,,185,Escherichia coli,,
CSNtex,,csn[e],NaN,,,
CSNtex_rev,,csn[p],NaN,,,
CTBTabcpp,,atp[c]+h2o[c]+ctbt[p],NaN,,,
CTBTt2rpp,,ctbt[p]+h[p],NaN,,,
CTBTt2rpp_rev,,ctbt[c]+h[c],NaN,,,
CTECOAI6,5.3.3.8,tdecoa[c],NaN,,,
CTECOAI6_rev,5.3.3.8,td2coa[c],NaN,,,
CTECOAI7,5.3.3.8,hdcoa[c],NaN,,,
CTECOAI7_rev,5.3.3.8,hdd2coa[c],NaN,,,
CTECOAI8,5.3.3.8,odecoa[c],NaN,,,
CTECOAI8_rev,5.3.3.8,od2coa[c],NaN,,,
CTPS2,6.3.4.2,atp[c]+gln-L[c]+h2o[c]+utp[c],12.8,Escherichia coli,,
CTPS2,,,6.1,Escherichia coli,,
CTPS2,,,6.1,Escherichia coli,,
CTPS2,,,13.7,Escherichia coli,,
CU2abcpp,,atp[c]+cu2[c]+h2o[c],NaN,,,
CU2tex,,cu2[e],NaN,,,
CU2tex_rev,,cu2[p],NaN,,,
CU2tpp,,cu2[p],NaN,,,
CUtex,,cu[e],NaN,,,
CUtex_rev,,cu[p],NaN,,,
CYANtex,,cyan[e],NaN,,,
CYANtex_rev,,cyan[p],NaN,,,
CYNTtex,,cynt[e],NaN,,,
CYNTtex_rev,,cynt[p],NaN,,,
CYSabc2pp,,atp[c]+cys-L[c]+h2o[c],NaN,,,
CYSabcpp,,atp[c]+h2o[c]+cys-L[p],NaN,,,
CYSDS,4.1.99.1,cys-L[c]+h2o[c],NaN,,,
CYSDtex,,cys-D[e],NaN,,,
CYSDtex_rev,,cys-D[p],NaN,,,
CYSS,,acser[c]+h2s[c],NaN,,,
CYStex,,cys-L[e],NaN,,,
CYStex_rev,,cys-L[p],NaN,,,
CYSTL,4.4.1.8,cyst-L[c]+h2o[c],34.1,Escherichia coli,,
CYSTL,,,45.3,Escherichia coli,,
CYStpp,,cys-L[c],NaN,,,
CYTBD2pp,,h[c]+mql8[c]+o2[c],NaN,,,
CYTBDpp,,h[c]+o2[c]+q8h2[c],NaN,,,
CYTBO3_4pp,,h[c]+o2[c]+q8h2[c],NaN,,,
CYTD,3.5.4.5,cytd[c]+h[c]+h2o[c],NaN,,,
CYTDH,3.2.2.8,cytd[c]+h2o[c],11.6,Escherichia coli,,
CYTDK2,,cytd[c]+gtp[c],NaN,,,
CYTDt2pp,,cytd[p]+h[p],NaN,,,
CYTDt2rpp,,cytd[p]+h[p],NaN,,,
CYTDt2rpp_rev,,cytd[c]+h[c],NaN,,,
CYTDtex,,cytd[e],NaN,,,
CYTDtex_rev,,cytd[p],NaN,,,
CYTK1,2.7.4.14,atp[c]+cmp[c],8.57,Arabidopsis thaliana,,Eukaryota
CYTK1,,,410,Dictyostelium sp. ,,Eukaryota
CYTK1_rev,2.7.4.14,adp[c]+cdp[c],2.3415300546,Arabidopsis thaliana,3.66,calculated kcat
CYTK1_rev,,,112.0218579235,Dictyostelium sp. ,3.66,calculated kcat
CYTK2,2.7.4.14,atp[c]+dcmp[c],22,Dictyostelium sp. ,,Eukaryota
CYTK2_rev,2.7.4.14,adp[c]+dcdp[c],6.162464986,Dictyostelium sp. ,3.57,calculated kcat
D-LACt2pp,,h[p]+lac-D[p],NaN,,,
D-LACt2pp_rev,,h[c]+lac-D[c],NaN,,,
D-LACtex,,lac-D[e],NaN,,,
D-LACtex_rev,,lac-D[p],NaN,,,
DAAD,1.4.99.1,ala-D[c]+fad[c]+h2o[c],NaN,,,
DADA,,dad-2[c]+h[c]+h2o[c],NaN,,,
DADK,2.7.4.11,atp[c]+damp[c],NaN,,,
DADK_rev,2.7.4.11,adp[c]+dadp[c],NaN,,,
DADNtex,,dad-2[e],NaN,,,
DADNtex_rev,,dad-2[p],NaN,,,
DAGK120,2.7.1.107,12dgr120[c]+atp[c],0.01,Homo sapiens,,Eukaryota
DAGK120,,,8.2,Homo sapiens,,Eukaryota
DAGK140,2.7.1.107,12dgr140[c]+atp[c],0.01,Homo sapiens,,Eukaryota
DAGK140,,,8.2,Homo sapiens,,Eukaryota
DAGK141,2.7.1.107,12dgr141[c]+atp[c],0.01,Homo sapiens,,Eukaryota
DAGK141,,,8.2,Homo sapiens,,Eukaryota
DAGK160,2.7.1.107,12dgr160[c]+atp[c],0.01,Homo sapiens,,Eukaryota
DAGK160,,,8.2,Homo sapiens,,Eukaryota
DAGK161,2.7.1.107,12dgr161[c]+atp[c],0.01,Homo sapiens,,Eukaryota
DAGK161,,,8.2,Homo sapiens,,Eukaryota
DAGK180,2.7.1.107,12dgr180[c]+atp[c],0.01,Homo sapiens,,Eukaryota
DAGK180,,,8.2,Homo sapiens,,Eukaryota
DAGK181,2.7.1.107,12dgr181[c]+atp[c],0.01,Homo sapiens,,Eukaryota
DAGK181,,,8.2,Homo sapiens,,Eukaryota
DALAt2pp,,ala-D[p]+h[p],NaN,,,
DALAtex,,ala-D[e],NaN,,,
DALAtex_rev,,ala-D[p],NaN,,,
DAMPtex,,damp[e],NaN,,,
DAMPtex_rev,,damp[p],NaN,,,
DAPDC,4.1.1.20,26dap-M[c]+h[c],1.8,Mycobacterium tuberculosis,,Bacteria
DAPE,5.1.1.7,26dap-LL[c],84,Escherichia coli,,
DAPE_rev,5.1.1.7,26dap-M[c],67,Escherichia coli,,
DAPtex,,15dap[e],NaN,,,
DAPtex_rev,,15dap[p],NaN,,,
DASYN120,2.7.7.41,ctp[c]+h[c]+pa120[c],8.92,Saccharomyces cerevisiae,,Eukaryota
DASYN140,2.7.7.41,ctp[c]+h[c]+pa140[c],8.92,Saccharomyces cerevisiae,,Eukaryota
DASYN141,2.7.7.41,ctp[c]+h[c]+pa141[c],8.92,Saccharomyces cerevisiae,,Eukaryota
DASYN160,2.7.7.41,ctp[c]+h[c]+pa160[c],8.92,Saccharomyces cerevisiae,,Eukaryota
DASYN161,2.7.7.41,ctp[c]+h[c]+pa161[c],8.92,Saccharomyces cerevisiae,,Eukaryota
DASYN180,2.7.7.41,ctp[c]+h[c]+pa180[c],8.92,Saccharomyces cerevisiae,,Eukaryota
DASYN181,2.7.7.41,ctp[c]+h[c]+pa181[c],8.92,Saccharomyces cerevisiae,,Eukaryota
DATPHs,,datp[c]+h[c]+h2o[c],NaN,,,
DB4PS,,ru5p-D[c],NaN,,,
DBTS,6.3.3.3,atp[c]+co2[c]+dann[c],NaN,,,
DCAtex,,dca[e],NaN,,,
DCAtex_rev,,dca[p],NaN,,,
DCMPtex,,dcmp[e],NaN,,,
DCMPtex_rev,,dcmp[p],NaN,,,
DCTPD,3.5.4.13,dctp[c]+h[c]+h2o[c],1.24,Escherichia coli,,
DCYTD,3.5.4.14,dcyt[c]+h[c]+h2o[c],NaN,,,
DCYTtex,,dcyt[e],NaN,,,
DCYTtex_rev,,dcyt[p],NaN,,,
DDGLCNt2rpp,,2ddglcn[p]+h[p],NaN,,,
DDGLCNt2rpp_rev,,2ddglcn[c]+h[c],NaN,,,
DDGLCNtex,,2ddglcn[e],NaN,,,
DDGLCNtex_rev,,2ddglcn[p],NaN,,,
DDPA,4.1.2.15,e4p[c]+h2o[c]+pep[c],NaN,,,
DDPGALA,4.1.2.21,2dh3dgal6p[c],NaN,,,
DDPGALA_rev,4.1.2.21,g3p[c]+pyr[c],NaN,,,
DGK1,2.7.4.8,atp[c]+dgmp[c],51,Saccharomyces cerevisiae ,,Eukaryota
DGK1,,,43,Plasmodium falciparum ,,Eukaryota
DGK1_rev,2.7.4.8,adp[c]+dgdp[c],52.3076923077,Saccharomyces cerevisiae ,0.975,calculated kcat
DGK1_rev,,,44.1025641026,Plasmodium falciparum ,0.975,calculated kcat
DGMPtex,,dgmp[e],NaN,,,
DGMPtex_rev,,dgmp[p],NaN,,,
DGSNtex,,dgsn[e],NaN,,,
DGSNtex_rev,,dgsn[p],NaN,,,
DHACOAH,,23dhacoa[c]+h2o[c],NaN,,,
DHACOAH_rev,,3hadpcoa[c],NaN,,,
DHAD1,4.2.1.9,23dhmb[c],0.31,Sulfolobus solfataricus,,Archaea
DHAD1,,,11.5,Spinacia oleracea,,Eukaryota
DHAD2,,23dhmp[c],NaN,,,
DHAPT,,dha[c]+pep[c],NaN,,,
DHAtex,,dha[e],NaN,,,
DHAtex_rev,,dha[p],NaN,,,
DHAtpp,,dha[p],NaN,,,
DHAtpp_rev,,dha[c],NaN,,,
DHBD,1.3.1.28,23ddhb[c]+nad[c],25.3,Escherichia coli,,
DHBD_rev,1.3.1.28,23dhb[c]+h[c]+nadh[c],0.0093703704,Escherichia coli,2.70E+003,calculated kcat
DHBS,2.7.7.58,23dhb[c]+atp[c]+h[c],5.5,Escherichia coli,,
DHBSH,,23dhbzs[c]+h2o[c],NaN,,,
DHDPRy,1.3.1.26,23dhdp[c]+h[c]+nadph[c],NaN,,,
DHDPS,4.2.1.52,aspsa[c]+pyr[c],NaN,,,
DHFR,1.5.1.3,dhf[c]+h[c]+nadph[c],18.4,Escherichia coli,,
DHFR,,,19.2,Escherichia coli,,
DHFR_rev,1.5.1.3,nadp[c]+thf[c],0.0029677419,Escherichia coli,6.20E+003,calculated kcat
DHFR_rev,,,0.0030967742,Escherichia coli,6.20E+003,calculated kcat
DHFS,6.3.2.12,atp[c]+dhpt[c]+glu-L[c],NaN,,,
DHNPA2r,4.1.2.25,dhnpt[c],0.082,Escherichia coli,,
DHNPA2r_rev,4.1.2.25,6hmhpt[c]+gcald[c],NaN,,,
DHNPTE,,dhnpt[c],NaN,,,
